,Ligand,Receptor,Pathway,Category
2441,Lama4,Cd44,LAMININ,ECM-Receptor
2442,Lama5,Cd44,LAMININ,ECM-Receptor
2443,Lamb1,Cd44,LAMININ,ECM-Receptor
2444,Lamb2,Cd44,LAMININ,ECM-Receptor
2445,Lamb3,Cd44,LAMININ,ECM-Receptor
2446,Lamc1,Cd44,LAMININ,ECM-Receptor
2447,Lamc2,Cd44,LAMININ,ECM-Receptor
2448,Lamc3,Cd44,LAMININ,ECM-Receptor
2449,Col1a1,Sdc1,COLLAGEN,ECM-Receptor
2450,Col1a2,Sdc1,COLLAGEN,ECM-Receptor
2451,Col2a1,Sdc1,COLLAGEN,ECM-Receptor
2452,Col4a1,Sdc1,COLLAGEN,ECM-Receptor
2453,Col4a2,Sdc1,COLLAGEN,ECM-Receptor
2454,Col4a3,Sdc1,COLLAGEN,ECM-Receptor
2455,Col4a4,Sdc1,COLLAGEN,ECM-Receptor
2456,Col4a5,Sdc1,COLLAGEN,ECM-Receptor
2457,Col4a6,Sdc1,COLLAGEN,ECM-Receptor
2458,Col6a1,Sdc1,COLLAGEN,ECM-Receptor
2459,Col6a2,Sdc1,COLLAGEN,ECM-Receptor
2460,Col6a3,Sdc1,COLLAGEN,ECM-Receptor
2461,Col6a4,Sdc1,COLLAGEN,ECM-Receptor
2462,Col6a5,Sdc1,COLLAGEN,ECM-Receptor
2463,Col6a6,Sdc1,COLLAGEN,ECM-Receptor
2464,Col9a1,Sdc1,COLLAGEN,ECM-Receptor
2465,Col9a2,Sdc1,COLLAGEN,ECM-Receptor
2466,Col9a3,Sdc1,COLLAGEN,ECM-Receptor
2467,Fn1,Sdc1,FN1,ECM-Receptor
2468,Tnc,Sdc1,TENASCIN,ECM-Receptor
2469,Tnr,Sdc1,TENASCIN,ECM-Receptor
2470,Tnn,Sdc1,TENASCIN,ECM-Receptor
2471,Tnxb,Sdc1,TENASCIN,ECM-Receptor
2472,Thbs1,Sdc1,THBS,ECM-Receptor
2473,Thbs2,Sdc1,THBS,ECM-Receptor
2474,Thbs3,Sdc1,THBS,ECM-Receptor
2475,Thbs4,Sdc1,THBS,ECM-Receptor
2476,Comp,Sdc1,THBS,ECM-Receptor
2477,Col1a1,Sdc4,COLLAGEN,ECM-Receptor
2478,Col1a2,Sdc4,COLLAGEN,ECM-Receptor
2479,Col2a1,Sdc4,COLLAGEN,ECM-Receptor
2480,Col4a1,Sdc4,COLLAGEN,ECM-Receptor
2481,Col4a2,Sdc4,COLLAGEN,ECM-Receptor
2482,Col4a3,Sdc4,COLLAGEN,ECM-Receptor
2483,Col4a4,Sdc4,COLLAGEN,ECM-Receptor
2484,Col4a5,Sdc4,COLLAGEN,ECM-Receptor
2485,Col4a6,Sdc4,COLLAGEN,ECM-Receptor
2486,Col6a1,Sdc4,COLLAGEN,ECM-Receptor
2487,Col6a2,Sdc4,COLLAGEN,ECM-Receptor
2488,Col6a3,Sdc4,COLLAGEN,ECM-Receptor
2489,Col6a4,Sdc4,COLLAGEN,ECM-Receptor
2490,Col6a5,Sdc4,COLLAGEN,ECM-Receptor
2491,Col6a6,Sdc4,COLLAGEN,ECM-Receptor
2492,Col9a1,Sdc4,COLLAGEN,ECM-Receptor
2493,Col9a2,Sdc4,COLLAGEN,ECM-Receptor
2494,Col9a3,Sdc4,COLLAGEN,ECM-Receptor
2495,Fn1,Sdc4,FN1,ECM-Receptor
2496,Tnc,Sdc4,TENASCIN,ECM-Receptor
2497,Tnr,Sdc4,TENASCIN,ECM-Receptor
2498,Tnn,Sdc4,TENASCIN,ECM-Receptor
2499,Tnxb,Sdc4,TENASCIN,ECM-Receptor
2500,Thbs1,Sdc4,THBS,ECM-Receptor
2501,Thbs2,Sdc4,THBS,ECM-Receptor
2502,Thbs3,Sdc4,THBS,ECM-Receptor
2503,Thbs4,Sdc4,THBS,ECM-Receptor
2504,Comp,Sdc4,THBS,ECM-Receptor
2505,Lama1,Sv2a,LAMININ,ECM-Receptor
2506,Lama2,Sv2a,LAMININ,ECM-Receptor
2507,Lama3,Sv2a,LAMININ,ECM-Receptor
2508,Lama4,Sv2a,LAMININ,ECM-Receptor
2509,Lama5,Sv2a,LAMININ,ECM-Receptor
2510,Lamb1,Sv2a,LAMININ,ECM-Receptor
2511,Lamb2,Sv2a,LAMININ,ECM-Receptor
2512,Lamb3,Sv2a,LAMININ,ECM-Receptor
2513,Lamc1,Sv2a,LAMININ,ECM-Receptor
2514,Lamc2,Sv2a,LAMININ,ECM-Receptor
2515,Lamc3,Sv2a,LAMININ,ECM-Receptor
2516,Lama1,Sv2b,LAMININ,ECM-Receptor
2517,Lama2,Sv2b,LAMININ,ECM-Receptor
2518,Lama3,Sv2b,LAMININ,ECM-Receptor
2519,Lama4,Sv2b,LAMININ,ECM-Receptor
2520,Lama5,Sv2b,LAMININ,ECM-Receptor
2521,Lamb1,Sv2b,LAMININ,ECM-Receptor
2522,Lamb2,Sv2b,LAMININ,ECM-Receptor
2523,Lamb3,Sv2b,LAMININ,ECM-Receptor
2524,Lamc1,Sv2b,LAMININ,ECM-Receptor
2525,Lamc2,Sv2b,LAMININ,ECM-Receptor
2526,Lamc3,Sv2b,LAMININ,ECM-Receptor
2527,Lama1,Sv2c,LAMININ,ECM-Receptor
2528,Lama2,Sv2c,LAMININ,ECM-Receptor
2529,Lama3,Sv2c,LAMININ,ECM-Receptor
2530,Lama4,Sv2c,LAMININ,ECM-Receptor
2531,Lama5,Sv2c,LAMININ,ECM-Receptor
2532,Lamb1,Sv2c,LAMININ,ECM-Receptor
2533,Lamb2,Sv2c,LAMININ,ECM-Receptor
2534,Lamb3,Sv2c,LAMININ,ECM-Receptor
2535,Lamc1,Sv2c,LAMININ,ECM-Receptor
2536,Lamc2,Sv2c,LAMININ,ECM-Receptor
2537,Lamc3,Sv2c,LAMININ,ECM-Receptor
2538,Thbs1,Cd36,THBS,ECM-Receptor
2539,Thbs2,Cd36,THBS,ECM-Receptor
2540,Thbs3,Cd36,THBS,ECM-Receptor
2541,Thbs4,Cd36,THBS,ECM-Receptor
2542,Comp,Cd36,THBS,ECM-Receptor
2543,Vwf,Gp1ba,VWF,ECM-Receptor
2544,Vwf,Gp1bb,VWF,ECM-Receptor
2545,Vwf,Gp5,VWF,ECM-Receptor
2546,Vwf,Gp9,VWF,ECM-Receptor
2547,Col1a1,Gp6,COLLAGEN,ECM-Receptor
2548,Col1a2,Gp6,COLLAGEN,ECM-Receptor
2549,Col2a1,Gp6,COLLAGEN,ECM-Receptor
2550,Col4a1,Gp6,COLLAGEN,ECM-Receptor
2551,Col4a2,Gp6,COLLAGEN,ECM-Receptor
2552,Col4a3,Gp6,COLLAGEN,ECM-Receptor
2553,Col4a4,Gp6,COLLAGEN,ECM-Receptor
2554,Col4a5,Gp6,COLLAGEN,ECM-Receptor
2555,Col4a6,Gp6,COLLAGEN,ECM-Receptor
2556,Col6a1,Gp6,COLLAGEN,ECM-Receptor
2557,Col6a2,Gp6,COLLAGEN,ECM-Receptor
2558,Col6a3,Gp6,COLLAGEN,ECM-Receptor
2559,Col6a4,Gp6,COLLAGEN,ECM-Receptor
2560,Col6a5,Gp6,COLLAGEN,ECM-Receptor
2561,Col6a6,Gp6,COLLAGEN,ECM-Receptor
2562,Col9a1,Gp6,COLLAGEN,ECM-Receptor
2563,Col9a2,Gp6,COLLAGEN,ECM-Receptor
2564,Col9a3,Gp6,COLLAGEN,ECM-Receptor
2565,Thbs1,Cd47,THBS,ECM-Receptor
2566,Thbs2,Cd47,THBS,ECM-Receptor
2567,Thbs3,Cd47,THBS,ECM-Receptor
2568,Thbs4,Cd47,THBS,ECM-Receptor
2569,Comp,Cd47,THBS,ECM-Receptor
2570,Agrn,Dag1,AGRN,ECM-Receptor
2571,Hspg2,Dag1,HSPG,ECM-Receptor
2572,Lama1,Dag1,LAMININ,ECM-Receptor
2573,Lama2,Dag1,LAMININ,ECM-Receptor
2574,Lama3,Dag1,LAMININ,ECM-Receptor
2575,Lama4,Dag1,LAMININ,ECM-Receptor
2576,Lama5,Dag1,LAMININ,ECM-Receptor
2577,Lamb1,Dag1,LAMININ,ECM-Receptor
2578,Lamb2,Dag1,LAMININ,ECM-Receptor
2579,Lamb3,Dag1,LAMININ,ECM-Receptor
2580,Lamc1,Dag1,LAMININ,ECM-Receptor
2581,Lamc2,Dag1,LAMININ,ECM-Receptor
2582,Lamc3,Dag1,LAMININ,ECM-Receptor
2583,Adgre5,Cd55b,ADGRE5,Cell-Cell Contact
2584,Alcam,Cd6,ALCAM,Cell-Cell Contact
2585,Anxa1,Fpr2,ANXA1,Cell-Cell Contact
2586,Anxa1,Fpr3,ANXA1,Cell-Cell Contact
2587,App,Cd74,APP,Cell-Cell Contact
2588,Bst2,Pira2,BST2,Cell-Cell Contact
2589,Cadm1,Cadm1,CADM,Cell-Cell Contact
2590,Cadm3,Cadm3,CADM,Cell-Cell Contact
2591,Cd1d2,Pira2,CD1D2,Cell-Cell Contact
2592,Cd200,Cd200r1,CD200,Cell-Cell Contact
2593,Cd200,Cd200r2,CD200,Cell-Cell Contact
2594,Cd200,Cd200r3,CD200,Cell-Cell Contact
2595,Cd200,Cd200r4,CD200,Cell-Cell Contact
2596,Cd22,Ptprc,CD22,Cell-Cell Contact
2597,Cd226,Nectin2,CD226,Cell-Cell Contact
2598,Cd226,Pvr,CD226,Cell-Cell Contact
2599,Fcer2a,Itgam,CD23,Cell-Cell Contact
2600,Fcer2a,Itgb2,CD23,Cell-Cell Contact
2601,Fcer2a,Itgax,CD23,Cell-Cell Contact
2602,Fcer2a,Itgb2,CD23,Cell-Cell Contact
2603,Fcer2a,Itgav,CD23,Cell-Cell Contact
2604,Fcer2a,Itgb3,CD23,Cell-Cell Contact
2605,Fcer2a,Cr2,CD23,Cell-Cell Contact
2606,Cd34,Selp,CD34,Cell-Cell Contact
2607,Entpd1,Adora1,CD39,Cell-Cell Contact
2608,Entpd1,Adora2a,CD39,Cell-Cell Contact
2609,Entpd1,Adora2b,CD39,Cell-Cell Contact
2610,Entpd1,Tmigd3,CD39,Cell-Cell Contact
2611,Cd40lg,Cd40,CD40,Cell-Cell Contact
2612,Ptprc,Cd22,CD45,Cell-Cell Contact
2613,Ptprc,Mrc1,CD45,Cell-Cell Contact
2614,Cd46,Jag1,CD46,Cell-Cell Contact
2615,Cd48,Cd244a,CD48,Cell-Cell Contact
2616,Cd52,Siglecg,CD52,Cell-Cell Contact
2617,Cd6,Alcam,CD6,Cell-Cell Contact
2618,Cd80,Cd274,CD80,Cell-Cell Contact
2619,Cd80,Cd28,CD80,Cell-Cell Contact
2620,Cd80,Ctla4,CD80,Cell-Cell Contact
2621,Cd86,Cd28,CD86,Cell-Cell Contact
2622,Cd86,Ctla4,CD86,Cell-Cell Contact
2623,Cd96,Nectin1,CD96,Cell-Cell Contact
2624,Cd96,Pvr,CD96,Cell-Cell Contact
2625,Cd99,Pilra,CD99,Cell-Cell Contact
2626,Cd99,Cd99,CD99,Cell-Cell Contact
2627,Cdh15,Cdh15,CDH,Cell-Cell Contact
2628,Cdh4,Cdh4,CDH,Cell-Cell Contact
2629,Cdh2,Cdh2,CDH,Cell-Cell Contact
2630,Cdh1,Cdh1,CDH,Cell-Cell Contact
2631,Cdh1,Itga2,CDH1,Cell-Cell Contact
2632,Cdh1,Itgb1,CDH1,Cell-Cell Contact
2633,Cdh1,Itgae,CDH1,Cell-Cell Contact
2634,Cdh1,Itgb7,CDH1,Cell-Cell Contact
2635,Cdh1,Klrg1,CDH1,Cell-Cell Contact
2636,Cdh5,Cdh5,CDH5,Cell-Cell Contact
2637,Cd1d1,Ceacam5,CEACAM,Cell-Cell Contact
2638,Cd209a,Ceacam1,CEACAM,Cell-Cell Contact
2639,Cd8a,Ceacam5,CEACAM,Cell-Cell Contact
2640,Ceacam1,Ceacam5,CEACAM,Cell-Cell Contact
2641,Sele,Ceacam1,CEACAM,Cell-Cell Contact
2642,Cldn11,Cldn11,CLDN,Cell-Cell Contact
2643,Clec2d,Klrb1b,CLEC,Cell-Cell Contact
2644,Clec2g,Klrb1,CLEC,Cell-Cell Contact
2645,Clec2h,Klrb1,CLEC,Cell-Cell Contact
2646,Clec2i,Klrb1,CLEC,Cell-Cell Contact
2647,Clec2f,Klrb1f,CLEC,Cell-Cell Contact
2648,Clec2g,Klrb1f,CLEC,Cell-Cell Contact
2649,Clec2i,Klrb1f,CLEC,Cell-Cell Contact
2650,Nfasc,Cntn1,CNTN,Cell-Cell Contact
2651,Nfasc,Cntnap1,CNTN,Cell-Cell Contact
2652,Cntn2,Cntn2,CNTN,Cell-Cell Contact
2653,Cntn2,Cntnap2,CNTN,Cell-Cell Contact
2654,Cntn2,L1cam,CNTN,Cell-Cell Contact
2655,Cntn2,Cntn2,CNTN,Cell-Cell Contact
2656,Cntn1,Nrcam,CNTN,Cell-Cell Contact
2657,Cspg4,Itga3,CSPG4,Cell-Cell Contact
2658,Cspg4,Itgb1,CSPG4,Cell-Cell Contact
2659,Dsc1,Dsg1c,DESMOSOME,Cell-Cell Contact
2660,Dsc1,Dsg2,DESMOSOME,Cell-Cell Contact
2661,Dsc2,Dsg1c,DESMOSOME,Cell-Cell Contact
2662,Dsc2,Dsg2,DESMOSOME,Cell-Cell Contact
2663,Dsg1c,Dsc3,DESMOSOME,Cell-Cell Contact
2664,Dsg2,Dsc3,DESMOSOME,Cell-Cell Contact
2665,Epgn,Egfr,EPGN,Cell-Cell Contact
2666,Efna1,Epha1,EPHA,Cell-Cell Contact
2667,Efna1,Epha2,EPHA,Cell-Cell Contact
2668,Efna1,Epha3,EPHA,Cell-Cell Contact
2669,Efna1,Epha4,EPHA,Cell-Cell Contact
2670,Efna1,Epha5,EPHA,Cell-Cell Contact
2671,Efna1,Epha7,EPHA,Cell-Cell Contact
2672,Efna1,Epha8,EPHA,Cell-Cell Contact
2673,Efna2,Epha1,EPHA,Cell-Cell Contact
2674,Efna2,Epha2,EPHA,Cell-Cell Contact
2675,Efna2,Epha3,EPHA,Cell-Cell Contact
2676,Efna2,Epha4,EPHA,Cell-Cell Contact
2677,Efna2,Epha5,EPHA,Cell-Cell Contact
2678,Efna2,Epha7,EPHA,Cell-Cell Contact
2679,Efna2,Epha8,EPHA,Cell-Cell Contact
2680,Efna3,Epha1,EPHA,Cell-Cell Contact
2681,Efna3,Epha2,EPHA,Cell-Cell Contact
2682,Efna3,Epha3,EPHA,Cell-Cell Contact
2683,Efna3,Epha4,EPHA,Cell-Cell Contact
2684,Efna3,Epha5,EPHA,Cell-Cell Contact
2685,Efna3,Epha7,EPHA,Cell-Cell Contact
2686,Efna3,Epha8,EPHA,Cell-Cell Contact
2687,Efna4,Epha1,EPHA,Cell-Cell Contact
2688,Efna4,Epha2,EPHA,Cell-Cell Contact
2689,Efna4,Epha3,EPHA,Cell-Cell Contact
2690,Efna4,Epha4,EPHA,Cell-Cell Contact
2691,Efna4,Epha5,EPHA,Cell-Cell Contact
2692,Efna4,Epha7,EPHA,Cell-Cell Contact
2693,Efna4,Epha8,EPHA,Cell-Cell Contact
2694,Efna5,Epha1,EPHA,Cell-Cell Contact
2695,Efna5,Epha2,EPHA,Cell-Cell Contact
2696,Efna5,Epha3,EPHA,Cell-Cell Contact
2697,Efna5,Epha4,EPHA,Cell-Cell Contact
2698,Efna5,Epha5,EPHA,Cell-Cell Contact
2699,Efna5,Epha7,EPHA,Cell-Cell Contact
2700,Efna5,Epha8,EPHA,Cell-Cell Contact
2701,Efna5,Ephb2,EPHA,Cell-Cell Contact
2702,Efnb1,Epha4,EPHB,Cell-Cell Contact
2703,Efnb1,Ephb1,EPHB,Cell-Cell Contact
2704,Efnb1,Ephb2,EPHB,Cell-Cell Contact
2705,Efnb1,Ephb3,EPHB,Cell-Cell Contact
2706,Efnb1,Ephb4,EPHB,Cell-Cell Contact
2707,Efnb2,Epha4,EPHB,Cell-Cell Contact
2708,Efnb2,Ephb1,EPHB,Cell-Cell Contact
2709,Efnb2,Ephb2,EPHB,Cell-Cell Contact
2710,Efnb2,Ephb3,EPHB,Cell-Cell Contact
2711,Efnb2,Ephb4,EPHB,Cell-Cell Contact
2712,Efnb3,Epha4,EPHB,Cell-Cell Contact
2713,Efnb3,Ephb1,EPHB,Cell-Cell Contact
2714,Efnb3,Ephb2,EPHB,Cell-Cell Contact
2715,Efnb3,Ephb3,EPHB,Cell-Cell Contact
2716,Efnb3,Ephb4,EPHB,Cell-Cell Contact
2717,Efnb3,Ephb6,EPHB,Cell-Cell Contact
2718,Esam,Esam,ESAM,Cell-Cell Contact
2719,Gp1ba,Itgam,GP1BA,Cell-Cell Contact
2720,Gp1ba,Itgb2,GP1BA,Cell-Cell Contact
2721,Icam1,Itgax,ICAM,Cell-Cell Contact
2722,Icam1,Itgb2,ICAM,Cell-Cell Contact
2723,Icam1,Itgal,ICAM,Cell-Cell Contact
2724,Icam1,Itgb2,ICAM,Cell-Cell Contact
2725,Icam2,Itgal,ICAM,Cell-Cell Contact
2726,Icam2,Itgb2,ICAM,Cell-Cell Contact
2727,Icam1,Itgam,ICAM,Cell-Cell Contact
2728,Icam1,Itgb2,ICAM,Cell-Cell Contact
2729,Icam2,Itgam,ICAM,Cell-Cell Contact
2730,Icam2,Itgb2,ICAM,Cell-Cell Contact
2731,Icam1,Itgal,ICAM,Cell-Cell Contact
2732,Icam1,Itgb2l,ICAM,Cell-Cell Contact
2733,Icam2,Itgal,ICAM,Cell-Cell Contact
2734,Icam2,Itgb2l,ICAM,Cell-Cell Contact
2735,Icam1,Itgam,ICAM,Cell-Cell Contact
2736,Icam1,Itgb2l,ICAM,Cell-Cell Contact
2737,Icam2,Itgam,ICAM,Cell-Cell Contact
2738,Icam2,Itgb2l,ICAM,Cell-Cell Contact
2739,Icam1,Itgal,ICAM,Cell-Cell Contact
2740,Icam1,Spn,ICAM,Cell-Cell Contact
2741,Icam5,Cd209a,ICAM,Cell-Cell Contact
2742,Icam5,Cd209f,ICAM,Cell-Cell Contact
2743,Icosl,Icos,ICOS,Cell-Cell Contact
2744,Icosl,Cd28,ICOS,Cell-Cell Contact
2745,Icosl,Ctla4,ICOS,Cell-Cell Contact
2746,Itgal,Cd226,ITGAL-ITGB2,Cell-Cell Contact
2747,Itgb2,Cd226,ITGAL-ITGB2,Cell-Cell Contact
2748,Itgal,Icam1,ITGAL-ITGB2,Cell-Cell Contact
2749,Itgb2,Icam1,ITGAL-ITGB2,Cell-Cell Contact
2750,Itgal,Icam2,ITGAL-ITGB2,Cell-Cell Contact
2751,Itgb2,Icam2,ITGAL-ITGB2,Cell-Cell Contact
2752,Itgal,Cd226,ITGAL-ITGB2,Cell-Cell Contact
2753,Itgb2l,Cd226,ITGAL-ITGB2,Cell-Cell Contact
2754,Itgal,Icam1,ITGAL-ITGB2,Cell-Cell Contact
2755,Itgb2l,Icam1,ITGAL-ITGB2,Cell-Cell Contact
2756,Itgal,Icam2,ITGAL-ITGB2,Cell-Cell Contact
2757,Itgb2l,Icam2,ITGAL-ITGB2,Cell-Cell Contact
2758,Jam2,Itga3,JAM,Cell-Cell Contact
2759,Jam2,Itgb1,JAM,Cell-Cell Contact
2760,Jam2,Itgav,JAM,Cell-Cell Contact
2761,Jam2,Itgb1,JAM,Cell-Cell Contact
2762,Jam3,Itgam,JAM,Cell-Cell Contact
2763,Jam3,Itgb2,JAM,Cell-Cell Contact
2764,F11r,Itgal,JAM,Cell-Cell Contact
2765,F11r,Itgb2,JAM,Cell-Cell Contact
2766,Jam3,Itgam,JAM,Cell-Cell Contact
2767,Jam3,Itgb2l,JAM,Cell-Cell Contact
2768,Jam2,Jam3,JAM,Cell-Cell Contact
2769,F11r,F11r,JAM,Cell-Cell Contact
2770,F11r,Jam2,JAM,Cell-Cell Contact
2771,F11r,Jam3,JAM,Cell-Cell Contact
2772,Jam2,F11r,JAM,Cell-Cell Contact
2773,Jam2,Jam2,JAM,Cell-Cell Contact
2774,Jam3,F11r,JAM,Cell-Cell Contact
2775,Jam3,Jam2,JAM,Cell-Cell Contact
2776,Jam3,Jam3,JAM,Cell-Cell Contact
2777,L1cam,Itgav,L1CAM,Cell-Cell Contact
2778,L1cam,Itgb3,L1CAM,Cell-Cell Contact
2779,L1cam,Itga4,L1CAM,Cell-Cell Contact
2780,L1cam,Itgb7,L1CAM,Cell-Cell Contact
2781,L1cam,L1cam,L1CAM,Cell-Cell Contact
2782,Lair1,Pira2,LAIR1,Cell-Cell Contact
2783,Lck,Cd8a,LCK,Cell-Cell Contact
2784,Lck,Cd8b1,LCK,Cell-Cell Contact
2785,Madcam1,Itga4,MADCAM,Cell-Cell Contact
2786,Madcam1,Itgb7,MADCAM,Cell-Cell Contact
2787,Mag,Mag,MAG,Cell-Cell Contact
2788,H2-T23,Klrd1,MHC-I,Cell-Cell Contact
2789,H2-T23,Klrc1,MHC-I,Cell-Cell Contact
2790,H2-T23,Klrd1,MHC-I,Cell-Cell Contact
2791,H2-T23,Klrc2,MHC-I,Cell-Cell Contact
2792,H2-M2,Cd8a,MHC-I,Cell-Cell Contact
2793,H2-M3,Cd8a,MHC-I,Cell-Cell Contact
2794,H2-M9,Cd8a,MHC-I,Cell-Cell Contact
2795,H2-Q1,Cd8a,MHC-I,Cell-Cell Contact
2796,H2-Q10,Cd8a,MHC-I,Cell-Cell Contact
2797,H2-Q2,Cd8a,MHC-I,Cell-Cell Contact
2798,H2-Q7,Cd8a,MHC-I,Cell-Cell Contact
2799,H2-Q8,Cd8a,MHC-I,Cell-Cell Contact
2800,H2-T22,Cd8a,MHC-I,Cell-Cell Contact
2801,H2-T23,Cd8a,MHC-I,Cell-Cell Contact
2802,H2-T24,Cd8a,MHC-I,Cell-Cell Contact
2803,H2-T3,Cd8a,MHC-I,Cell-Cell Contact
2804,H2-T9,Cd8a,MHC-I,Cell-Cell Contact
2805,H2-M10.4,Cd8a,MHC-I,Cell-Cell Contact
2806,H2-M11,Cd8a,MHC-I,Cell-Cell Contact
2807,H2-M1,Cd8a,MHC-I,Cell-Cell Contact
2808,H2-M10.5,Cd8a,MHC-I,Cell-Cell Contact
2809,H2-M10.2,Cd8a,MHC-I,Cell-Cell Contact
2810,H2-M10.6,Cd8a,MHC-I,Cell-Cell Contact
2811,H2-T10,Cd8a,MHC-I,Cell-Cell Contact
2812,H2-Q6,Cd8a,MHC-I,Cell-Cell Contact
2813,H2-M10.3,Cd8a,MHC-I,Cell-Cell Contact
2814,H2-Bl,Cd8a,MHC-I,Cell-Cell Contact
2815,H2-D1,Cd8a,MHC-I,Cell-Cell Contact
2816,H2-K1,Cd8a,MHC-I,Cell-Cell Contact
2817,H2-M10.1,Cd8a,MHC-I,Cell-Cell Contact
2818,H2-T18,Cd8a,MHC-I,Cell-Cell Contact
2819,H2-Q9,Cd8a,MHC-I,Cell-Cell Contact
2820,Gm8909,Cd8a,MHC-I,Cell-Cell Contact
2821,H2-L,Cd8a,MHC-I,Cell-Cell Contact
2822,Gm10499,Cd8a,MHC-I,Cell-Cell Contact
2823,H2-Q4,Cd8a,MHC-I,Cell-Cell Contact
2824,H2-T-ps,Cd8a,MHC-I,Cell-Cell Contact
2825,Gm11127,Cd8a,MHC-I,Cell-Cell Contact
2826,H2-M5,Cd8a,MHC-I,Cell-Cell Contact
2827,Gm7030,Cd8a,MHC-I,Cell-Cell Contact
2828,H2-M2,Cd8b1,MHC-I,Cell-Cell Contact
2829,H2-M3,Cd8b1,MHC-I,Cell-Cell Contact
2830,H2-M9,Cd8b1,MHC-I,Cell-Cell Contact
2831,H2-Q1,Cd8b1,MHC-I,Cell-Cell Contact
2832,H2-Q10,Cd8b1,MHC-I,Cell-Cell Contact
2833,H2-Q2,Cd8b1,MHC-I,Cell-Cell Contact
2834,H2-Q7,Cd8b1,MHC-I,Cell-Cell Contact
2835,H2-Q8,Cd8b1,MHC-I,Cell-Cell Contact
2836,H2-T22,Cd8b1,MHC-I,Cell-Cell Contact
2837,H2-T23,Cd8b1,MHC-I,Cell-Cell Contact
2838,H2-T24,Cd8b1,MHC-I,Cell-Cell Contact
2839,H2-T3,Cd8b1,MHC-I,Cell-Cell Contact
2840,H2-T9,Cd8b1,MHC-I,Cell-Cell Contact
2841,H2-M10.4,Cd8b1,MHC-I,Cell-Cell Contact
2842,H2-M11,Cd8b1,MHC-I,Cell-Cell Contact
2843,H2-M1,Cd8b1,MHC-I,Cell-Cell Contact
2844,H2-M10.5,Cd8b1,MHC-I,Cell-Cell Contact
2845,H2-M10.2,Cd8b1,MHC-I,Cell-Cell Contact
2846,H2-M10.6,Cd8b1,MHC-I,Cell-Cell Contact
2847,H2-T10,Cd8b1,MHC-I,Cell-Cell Contact
2848,H2-Q6,Cd8b1,MHC-I,Cell-Cell Contact
2849,H2-M10.3,Cd8b1,MHC-I,Cell-Cell Contact
2850,H2-Bl,Cd8b1,MHC-I,Cell-Cell Contact
2851,H2-D1,Cd8b1,MHC-I,Cell-Cell Contact
2852,H2-K1,Cd8b1,MHC-I,Cell-Cell Contact
2853,H2-M10.1,Cd8b1,MHC-I,Cell-Cell Contact
2854,H2-T18,Cd8b1,MHC-I,Cell-Cell Contact
2855,H2-Q9,Cd8b1,MHC-I,Cell-Cell Contact
2856,Gm8909,Cd8b1,MHC-I,Cell-Cell Contact
2857,H2-L,Cd8b1,MHC-I,Cell-Cell Contact
2858,Gm10499,Cd8b1,MHC-I,Cell-Cell Contact
2859,H2-Q4,Cd8b1,MHC-I,Cell-Cell Contact
2860,H2-T-ps,Cd8b1,MHC-I,Cell-Cell Contact
2861,Gm11127,Cd8b1,MHC-I,Cell-Cell Contact
2862,H2-M5,Cd8b1,MHC-I,Cell-Cell Contact
2863,Gm7030,Cd8b1,MHC-I,Cell-Cell Contact
2864,H2-Bl,Kir3dl1,MHC-I,Cell-Cell Contact
2865,H2-D1,Kir3dl1,MHC-I,Cell-Cell Contact
2866,H2-K1,Kir3dl1,MHC-I,Cell-Cell Contact
2867,H2-Q1,Kir3dl1,MHC-I,Cell-Cell Contact
2868,H2-Q10,Kir3dl1,MHC-I,Cell-Cell Contact
2869,H2-Q2,Kir3dl1,MHC-I,Cell-Cell Contact
2870,H2-Q4,Kir3dl1,MHC-I,Cell-Cell Contact
2871,H2-Q6,Kir3dl1,MHC-I,Cell-Cell Contact
2872,H2-Q7,Kir3dl1,MHC-I,Cell-Cell Contact
2873,H2-D,Klra,MHC-I,Cell-Cell Contact
2874,H2-K1,Klra,MHC-I,Cell-Cell Contact
2875,Ulbp1,Klrk1,MHC-I,Cell-Cell Contact
2876,Raet1a,Klrk1,MHC-I,Cell-Cell Contact
2877,H60a,Klrk1,MHC-I,Cell-Cell Contact
2878,H2-Ea,Cd4,MHC-II,Cell-Cell Contact
2879,H2-Aa,Cd4,MHC-II,Cell-Cell Contact
2880,H2-Ab1,Cd4,MHC-II,Cell-Cell Contact
2881,H2-Eb1,Cd4,MHC-II,Cell-Cell Contact
2882,H2-DMa,Cd4,MHC-II,Cell-Cell Contact
2883,H2-DMb1,Cd4,MHC-II,Cell-Cell Contact
2884,H2-DMb2,Cd4,MHC-II,Cell-Cell Contact
2885,H2-Oa,Cd4,MHC-II,Cell-Cell Contact
2886,H2-Ob,Cd4,MHC-II,Cell-Cell Contact
2887,Mpz,Mpzl1,MPZ,Cell-Cell Contact
2888,Mpz,Mpz,MPZ,Cell-Cell Contact
2889,Mpzl1,Mpzl1,MPZ,Cell-Cell Contact
2890,Ncam1,Fgfr1,NCAM,Cell-Cell Contact
2891,Ncam1,Ncam1,NCAM,Cell-Cell Contact
2892,Ncam1,Ncam2,NCAM,Cell-Cell Contact
2893,Ncam1,L1cam,NCAM,Cell-Cell Contact
2894,Ncam2,L1cam,NCAM,Cell-Cell Contact
2895,Nectin1,Cadm3,NECTIN,Cell-Cell Contact
